index,nerdiness
411,0.6659999999999999
412,0.026250000000000002
413,0.653
414,0.41450000000000004
415,0.07050000000000001
416,0.924
417,0.22275
418,0.127
419,0.13124999999999998
420,0.63825
421,0.89325
422,0.9005
423,0.06224999999999999
424,0.8415
425,0.83375
426,0.166
427,0.9265000000000001
428,0.84275
429,0.5925
430,0.80125
431,0.923
432,0.68075
433,0.25225
434,0.753
435,0.9245
436,0.55325
437,0.8205
438,0.47774999999999995
439,0.42625
440,0.053000000000000005
441,0.69375
442,0.83225
443,0.066
444,0.5954999999999999
445,0.9285
446,0.2285
447,0.154
448,0.7822500000000001
449,0.14175
450,0.84075
451,0.70175
452,0.2195
453,0.28525
454,0.6767500000000001
455,0.4515
456,0.69275
457,0.08524999999999999
458,0.44575
459,0.9704999999999999
460,0.5075
461,0.2505
462,0.581
463,0.83675
464,0.41874999999999996
465,0.51275
466,0.23349999999999999
467,0.61775
468,0.53925
469,0.9205
470,0.29224999999999995
471,0.8165
472,0.6255
473,0.57375
474,0.448
475,0.46475
476,0.8055000000000001
477,0.6345000000000001
478,0.6805
479,0.7172499999999999
480,0.49824999999999997
481,0.5345
482,0.69275
483,0.7390000000000001
484,0.217
485,0.41900000000000004
486,0.9005000000000001
487,0.6567500000000001
488,0.8145
489,0.6737500000000001
490,0.9495
491,0.8745
492,0.94625
493,0.855
494,0.6465000000000001
495,0.742
496,0.9537499999999999
497,0.43625
498,0.87925
499,0.0655
500,0.7282500000000001
501,0.36049999999999993
502,0.5265000000000001
503,0.755
504,0.45325
505,0.74375
506,0.82175
507,0.251
508,0.89025
509,0.37975000000000003
510,0.70675
511,0.49024999999999996
512,0.14875
513,0.7655
514,0.52925
515,0.93325
516,0.47050000000000003
517,0.26425
518,0.93825
519,0.47425000000000006
520,0.5357500000000001
521,0.088
522,0.821
523,0.891
524,0.64975
525,0.5125
526,0.64875
527,0.49024999999999996
528,0.923
529,0.216
530,0.10125
531,0.17924999999999996
532,0.88825
533,0.13975
534,0.78425
535,0.6545000000000001
536,0.853
537,0.54825
538,0.8865
539,0.8435
540,0.9480000000000001
541,0.85825
542,0.778
543,0.6875
544,0.17675
545,0.90225
546,0.877
547,0.80325
548,0.06675
549,0.86925
550,0.70575
551,0.39975
552,0.68225
553,0.43775
554,0.6815
555,0.60575
556,0.884
557,0.32325000000000004
558,0.5175000000000001
559,0.581
560,0.7244999999999999
561,0.7330000000000001
562,0.9335
563,0.189
564,0.479
565,0.31825
566,0.14725
567,0.49924999999999997
568,0.56825
569,0.8875
570,0.1585
571,0.44275000000000003
572,0.97425
573,0.358
574,0.14750000000000002
575,0.78725
576,0.10974999999999999
577,0.5502499999999999
578,0.1
579,0.6054999999999999
580,0.7925
581,0.5700000000000001
582,0.45699999999999996
583,0.66575
584,0.218
585,0.8715
586,0.6235
587,0.6859999999999999
588,0.31525000000000003
589,0.175
590,0.97
591,0.859
592,0.86975
593,0.5965
594,0.9115
595,0.81575
596,0.90625
597,0.08525
598,0.659
599,0.173
600,0.55375
601,0.74725
602,0.583
603,0.60125
604,0.25825
605,0.07725
606,0.90825
607,0.74625
608,0.86575
609,0.7785
610,0.13974999999999999
611,0.35950000000000004
612,0.728
613,0.8694999999999999
614,0.86375
615,0.14825000000000002
616,0.8989999999999999
617,0.48225
618,0.058499999999999996
619,0.0525
620,0.639
621,0.911
622,0.63425
623,0.9135
624,0.5177499999999999
625,0.16900000000000004
626,0.09075
627,0.5642499999999999
628,0.027500000000000004
629,0.04025
630,0.599
631,0.16699999999999998
632,0.12925
633,0.60625
634,0.29974999999999996
635,0.8915000000000001
636,0.9477500000000001
637,0.6962499999999999
638,0.08274999999999999
639,0.9087500000000001
640,0.8855
641,0.90525
642,0.7822500000000001
643,0.58
644,0.07675
645,0.988
646,0.42200000000000004
647,0.868
648,0.72875
649,0.7457499999999999
650,0.7962500000000001
651,0.1825
652,0.735
653,0.6085
654,0.14175000000000001
655,0.67225
656,0.881
657,0.4145
658,0.20450000000000002
659,0.8227499999999999
660,0.5725
661,0.83475
662,0.9107500000000001
663,0.37925000000000003
664,0.637
665,0.8195
666,0.93
667,0.8694999999999999
668,0.72225
669,0.54775
670,0.895
671,0.188
672,0.10400000000000001
673,0.0975
674,0.7847500000000001
675,0.4165
676,0.6895
677,0.804
678,0.6765
679,0.58525
680,0.9237500000000001
681,0.47
682,0.88875
683,0.11775
684,0.6452500000000001
685,0.90675
686,0.91575
687,0.89525
688,0.4775
689,0.41075
690,0.90425
691,0.5567500000000001
692,0.9375
693,0.45625
694,0.4235
695,0.49524999999999997
696,0.18375
697,0.2
698,0.915
699,0.6985000000000001
700,0.90925
701,0.57275
702,0.9735
703,0.5095
704,0.41125
705,0.22949999999999998
706,0.89725
707,0.64525
708,0.92725
709,0.597
710,0.6597500000000001
711,0.56675
712,0.0965
713,0.49524999999999997
714,0.80075
715,0.45075
716,0.1815
717,0.86375
718,0.93875
719,0.5482500000000001
720,0.5387500000000001
721,0.6052500000000001
722,0.6617500000000001
723,0.84425
724,0.30724999999999997
725,0.40575
726,0.751
727,0.9235
728,0.7759999999999999
729,0.06775
730,0.14775000000000002
731,0.165
732,0.9045000000000001
733,0.90625
734,0.124
735,0.94625
736,0.1345
737,0.03075
738,0.859
739,0.01425
740,0.0245
741,0.89
742,0.439
743,0.9069999999999999
744,0.20575
745,0.19824999999999998
746,0.8515
747,0.27025
748,0.6067499999999999
749,0.56925
750,0.10625000000000001
751,0.929
752,0.22074999999999997
753,0.5825
754,0.31475000000000003
755,0.36475
756,0.92025
757,0.90725
758,0.72275
759,0.37625000000000003
760,0.76275
761,0.11224999999999999
762,0.76875
763,0.908
764,0.09425
765,0.9465
766,0.7785000000000001
767,0.8125
768,0.544
769,0.34425000000000006
770,0.26225
771,0.95375
772,0.51725
773,0.041249999999999995
774,0.93475
775,0.46675
776,0.99075
777,0.40375000000000005
778,0.0955
779,0.5385
780,0.79325
781,0.42274999999999996
782,0.87975
783,0.28925
784,0.9505
785,0.14225
786,0.32675
787,0.66025
788,0.7195
789,0.093
790,0.8695
791,0.54425
792,0.5505
793,0.8325
794,0.9632499999999999
795,0.04175
796,0.8464999999999999
797,0.92925
798,0.27375
799,0.86825
800,0.1545
801,0.68225
802,0.7015
803,0.6400000000000001
804,0.09125
805,0.2935
806,0.6707500000000001
807,0.057249999999999995
808,0.26875000000000004
809,0.2855
810,0.5995
811,0.15000000000000002
812,0.54825
813,0.7345
814,0.79325
815,0.9197500000000001
816,0.63125
817,0.31975000000000003
818,0.2515
819,0.78025
820,0.2255
821,0.6545000000000001
822,0.85375
823,0.45475000000000004
824,0.376
825,0.8365
826,0.97225
827,0.0995
828,0.81425
829,0.5405
830,0.9505000000000001
831,0.6485000000000001
832,0.74725
833,0.79325
834,0.047
835,0.43875000000000003
836,0.17525000000000002
837,0.74175
838,0.6779999999999999
839,0.21675
840,0.935
841,0.5405
842,0.515
843,0.675
844,0.5405000000000001
845,0.4255
846,0.902
847,0.7355
848,0.2645
849,0.20575000000000002
850,0.9395
851,0.48250000000000004
852,0.38175000000000003
853,0.9065
854,0.15125
855,0.915
856,0.50925
857,0.08499999999999999
858,0.90225
859,0.925
860,0.54625
861,0.57075
862,0.08549999999999999
863,0.41075
864,0.10550000000000001
865,0.7042499999999999
866,0.8785000000000001
867,0.21975
868,0.5864999999999999
869,0.60225
870,0.7407499999999999
871,0.6915
872,0.903
873,0.7555000000000001
874,0.8965
875,0.5395000000000001
876,0.6565000000000001
877,0.58175
878,0.90425
879,0.89525
880,0.036000000000000004
881,0.87925
882,0.93025
883,0.19124999999999998
884,0.9395
885,0.7324999999999999
886,0.98075
887,0.8079999999999999
888,0.10600000000000001
889,0.927
890,0.783
891,0.15200000000000002
892,0.245
893,0.651
894,0.10550000000000001
895,0.16425
896,0.91025
897,0.60775
898,0.1595
899,0.8945000000000001
900,0.8839999999999999
901,0.12675
902,0.55925
903,0.23775
904,0.6599999999999999
905,0.37925000000000003
906,0.39725
907,0.6825000000000001
908,0.0605
909,0.148
910,0.70825
911,0.90825
912,0.9357500000000001
913,0.9049999999999999
914,0.95075
915,0.64375
916,0.9185
917,0.7
918,0.9195
919,0.05475000000000001
920,0.18725
921,0.07050000000000001
922,0.6034999999999999
923,0.5
924,0.4695
925,0.5392500000000001
926,0.3015
927,0.918
928,0.21725
929,0.86875
930,0.42874999999999996
931,0.8805
932,0.7194999999999999
933,0.92225
934,0.10575000000000001
935,0.7927500000000001
936,0.22100000000000003
937,0.9015
938,0.08925
939,0.29324999999999996
940,0.17049999999999998
941,0.5045
942,0.28275
943,0.5965
944,0.159
945,0.829
946,0.6707500000000001
947,0.018500000000000003
948,0.03
949,0.7425
950,0.7535000000000001
951,0.8484999999999999
952,0.14750000000000002
953,0.41474999999999995
954,0.7454999999999999
955,0.0845
956,0.54925
957,0.86
958,0.17275000000000001
959,0.8484999999999999
960,0.794
961,0.712
962,0.65825
963,0.6857500000000001
964,0.28825
965,0.6499999999999999
966,0.20500000000000002
967,0.62875
968,0.899
969,0.237
970,0.15275
971,0.452
972,0.16999999999999998
973,0.88675
974,0.66
975,0.85475
976,0.07
977,0.9532499999999999
978,0.98125
979,0.27175
980,0.8845
981,0.23674999999999996
982,0.12475
983,0.86925
984,0.1405
985,0.10875000000000001
986,0.20725
987,0.835
988,0.7945
989,0.473
990,0.6572500000000001
991,0.8744999999999999
992,0.44575
993,0.237
994,0.35750000000000004
995,0.792
996,0.40275
997,0.11599999999999999
998,0.402
999,0.64625
1000,0.68525
1001,0.6245
1002,0.22874999999999998
1003,0.21649999999999997
1004,0.9332499999999999
1005,0.7622500000000001
1006,0.27899999999999997
1007,0.8895
1008,0.07225
1009,0.7829999999999999
1010,0.90825
1011,0.5767499999999999
1012,0.4555
1013,0.53175
1014,0.43574999999999997
1015,0.5122500000000001
1016,0.67
1017,0.64175
1018,0.8412499999999999
1019,0.662
1020,0.23825
1021,0.5022500000000001
1022,0.2275
1023,0.5262500000000001
1024,0.29300000000000004
1025,0.921
1026,0.6635
1027,0.9437500000000001
1028,0.28800000000000003
1029,0.85175
1030,0.258
1031,0.64225
1032,0.5975
1033,0.94675
1034,0.2385
1035,0.7895
1036,0.62825
1037,0.36425
1038,0.8997499999999999
1039,0.19024999999999997
1040,0.73875
1041,0.883
1042,0.5790000000000001
1043,0.48224999999999996
1044,0.492
1045,0.9592499999999999
1046,0.901
1047,0.661
1048,0.8734999999999999
1049,0.92475
1050,0.47174999999999995
1051,0.9357500000000001
1052,0.8537499999999999
1053,0.85975
1054,0.599
1055,0.2825
1056,0.502
1057,0.86825
1058,0.2005
1059,0.06625
1060,0.694
1061,0.8645
1062,0.9097500000000001
1063,0.64675
1064,0.9299999999999999
1065,0.53725
1066,0.6582500000000001
1067,0.891
1068,0.668
1069,0.4685
1070,0.8285
1071,0.665
1072,0.79025
1073,0.5165000000000001
1074,0.3045
1075,0.795
1076,0.42525
1077,0.696
1078,0.00825
1079,0.9127500000000001
1080,0.79225
1081,0.681
1082,0.1225
1083,0.62025
1084,0.8355
1085,0.6365000000000001
1086,0.901
1087,0.688
1088,0.91175
1089,0.8734999999999999
1090,0.195
1091,0.897
1092,0.47125000000000006
1093,0.88375
1094,0.08574999999999999
1095,0.41125
1096,0.94625
1097,0.62975
1098,0.8859999999999999
1099,0.477
1100,0.13
1101,0.46649999999999997
1102,0.09975
1103,0.08125
1104,0.7172499999999999
1105,0.16025
1106,0.9245
1107,0.9764999999999999
1108,0.05424999999999999
1109,0.93
1110,0.93
1111,0.981
1112,0.74
1113,0.593
1114,0.55925
1115,0.8945
1116,0.15100000000000002
1117,0.7435
1118,0.28625
1119,0.68875
1120,0.62975
1121,0.84175
1122,0.181
1123,0.329
1124,0.45575
1125,0.10475
1126,0.06725
1127,0.897
1128,0.46125
1129,0.0625
1130,0.5965
1131,0.5195
1132,0.9674999999999999
1133,0.4185
1134,0.64625
1135,0.72875
1136,0.51475
1137,0.34725
1138,0.8382499999999999
1139,0.6697500000000001
1140,0.5625
1141,0.24575
1142,0.5142500000000001
1143,0.219
1144,0.16525
1145,0.3215
1146,0.8532500000000001
1147,0.7137499999999999
1148,0.605
1149,0.24225000000000002
1150,0.61275
1151,0.8987499999999999
1152,0.8574999999999999
1153,0.304
1154,0.43025
1155,0.6679999999999999
1156,0.95075
1157,0.5995
1158,0.046
1159,0.492
1160,0.50775
1161,0.10325000000000001
1162,0.446
1163,0.5662499999999999
1164,0.32925
1165,0.71075
1166,0.48124999999999996
1167,0.64475
1168,0.6465000000000001
1169,0.913
1170,0.773
1171,0.7747499999999999
1172,0.82975
1173,0.206
1174,0.25675000000000003
1175,0.10375
1176,0.5387500000000001
1177,0.73525
1178,0.051000000000000004
1179,0.08775
1180,0.51725
1181,0.43175
1182,0.8187500000000001
1183,0.89875
1184,0.74375
1185,0.16499999999999998
1186,0.57125
1187,0.92875
1188,0.6154999999999999
1189,0.73525
1190,0.49725
1191,0.15525
1192,0.25825
1193,0.138
1194,0.6835
1195,0.052750000000000005
1196,0.69925
1197,0.7812500000000001
1198,0.14175
1199,0.755
1200,0.97575
1201,0.37474999999999997
1202,0.4165
1203,0.61625
1204,0.06725
1205,0.9824999999999999
1206,0.617
1207,0.15225
1208,0.61175
1209,0.624
1210,0.9575
1211,0.56175
1212,0.4695
1213,0.5912499999999999
1214,0.22925
1215,0.666
1216,0.6005
1217,0.43124999999999997
1218,0.51175
1219,0.88225
1220,0.47825
1221,0.62925
1222,0.5495
1223,0.14600000000000002
1224,0.542
1225,0.15200000000000002
1226,0.8875
1227,0.9904999999999999
1228,0.36125
1229,0.145
1230,0.36225
1231,0.42525
1232,0.6585
1233,0.9495
1234,0.28175000000000006
1235,0.82025
1236,0.5954999999999999
1237,0.24575
1238,0.91375
1239,0.661
1240,0.7137499999999999
1241,0.92625
1242,0.34124999999999994
1243,0.72175
1244,0.644
1245,0.06575
1246,0.6054999999999999
1247,0.6757500000000001
1248,0.45325
1249,0.16225
1250,0.9505
1251,0.3635
1252,0.10700000000000001
1253,0.5862499999999999
1254,0.894
1255,0.206
1256,0.9045
1257,0.8987499999999999
1258,0.47750000000000004
1259,0.66925
1260,0.7405
1261,0.56525
1262,0.0845
1263,0.7242500000000001
1264,0.04875
1265,0.9007499999999999
1266,0.8445
1267,0.15850000000000003
1268,0.9207500000000001
1269,0.56275
1270,0.20725
1271,0.65075
1272,0.8945000000000001
1273,0.17275
1274,0.42025
1275,0.293
1276,0.8400000000000001
1277,0.9675
1278,0.8035
1279,0.608
1280,0.9364999999999999
1281,0.5422500000000001
1282,0.03525
1283,0.3725
1284,0.831
1285,0.90825
1286,0.65725
1287,0.73325
1288,0.246
1289,0.1735
1290,0.66125
1291,0.93675
1292,0.7939999999999999
1293,0.7095
1294,0.35550000000000004
1295,0.1205
1296,0.7462500000000001
1297,0.6599999999999999
1298,0.794
1299,0.2965
1300,0.64625
1301,0.443
1302,0.32099999999999995
1303,0.868
1304,0.9589999999999999
1305,0.91375
1306,0.61
1307,0.87375
1308,0.22199999999999998
1309,0.77925
1310,0.5005000000000001
1311,0.2395
1312,0.9185000000000001
1313,0.909
1314,0.55225
1315,0.6365000000000001
1316,0.62825
1317,0.5944999999999999
1318,0.03425
1319,0.12874999999999998
1320,0.35825
1321,0.3905
1322,0.4845
1323,0.30075
1324,0.07325
1325,0.59625
1326,0.90025
1327,0.244
1328,0.6675
1329,0.32925
1330,0.09975
1331,0.30425
1332,0.66625
1333,0.675
1334,0.38325
1335,0.44725
1336,0.57225
1337,0.581
1338,0.22974999999999998
1339,0.04575
1340,0.637
1341,0.7092499999999999
1342,0.3235
1343,0.6857500000000001
1344,0.44625
1345,0.27425
1346,0.25475
1347,0.744
1348,0.34725
1349,0.68325
1350,0.9125000000000001
1351,0.723
1352,0.90525
1353,0.73075
1354,0.739
1355,0.2475
1356,0.397
1357,0.514
1358,0.58975
1359,0.697
1360,0.5282500000000001
1361,0.31725
1362,0.8935
1363,0.7434999999999999
1364,0.118
1365,0.5892499999999999
1366,0.63575
1367,0.661
1368,0.39775000000000005
1369,0.23525
1370,0.80975
1371,0.6917500000000001
1372,0.92925
1373,0.17125
1374,0.19924999999999998
1375,0.0655
1376,0.60225
1377,0.49749999999999994
1378,0.8832500000000001
1379,0.54025
1380,0.173
1381,0.7064999999999999
1382,0.6707500000000001
1383,0.66425
1384,0.889
1385,0.24
1386,0.865
1387,0.0445
1388,0.6772499999999999
1389,0.50675
1390,0.63925
1391,0.933
1392,0.64225
1393,0.6395
1394,0.591
1395,0.774
1396,0.473
1397,0.11325000000000002
1398,0.29575
1399,0.7155
1400,0.8877499999999999
1401,0.8835
1402,0.39575
1403,0.778
1404,0.1905
1405,0.121
1406,0.5927499999999999
1407,0.9450000000000001
1408,0.71075
1409,0.251
1410,0.5972500000000001
1411,0.07525
1412,0.18724999999999997
1413,0.49425
1414,0.36350000000000005
1415,0.71675
1416,0.80575
1417,0.413
1418,0.26625
1419,0.60075
1420,0.15200000000000002
1421,0.14825
1422,0.7442500000000001
1423,0.63775
1424,0.5165
1425,0.50875
1426,0.55325
1427,0.65
1428,0.3015
1429,0.2075
1430,0.497
1431,0.5609999999999999
1432,0.05075
1433,0.5135
1434,0.11050000000000001
1435,0.6990000000000001
1436,0.4765
1437,0.5619999999999999
1438,0.49
1439,0.434
1440,0.78125
1441,0.37725
1442,0.8687499999999999
1443,0.9095
1444,0.1695
1445,0.886
1446,0.28975
1447,0.161
1448,0.3075
1449,0.161
1450,0.8442500000000001
1451,0.38325
1452,0.18925
1453,0.21925
1454,0.82025
1455,0.68175
1456,0.091
1457,0.0935
1458,0.93875
1459,0.93675
1460,0.52925
1461,0.81775
1462,0.62975
1463,0.9145
1464,0.8170000000000001
1465,0.5105
1466,0.07175000000000001
1467,0.81975
1468,0.83875
1469,0.11624999999999999
1470,0.665
1471,0.62525
1472,0.534
1473,0.0765
1474,0.90375
1475,0.07
1476,0.77525
1477,0.131
1478,0.64575
1479,0.4275
1480,0.1525
1481,0.81325
1482,0.9437500000000001
1483,0.7010000000000001
1484,0.42374999999999996
1485,0.8045
1486,0.5215000000000001
1487,0.5325
1488,0.8127500000000001
1489,0.15725
1490,0.9485
1491,0.6239999999999999
1492,0.71875
1493,0.28049999999999997
1494,0.15125
1495,0.41974999999999996
1496,0.7334999999999999
1497,0.8805
1498,0.7214999999999999
1499,0.3065
1500,0.8515
1501,0.40549999999999997
1502,0.69575
1503,0.716
1504,0.932
1505,0.9125000000000001
1506,0.585
1507,0.3725
1508,0.36100000000000004
1509,0.387
1510,0.488
1511,0.68
1512,0.8594999999999999
1513,0.63
1514,0.966
1515,0.10975000000000001
1516,0.86675
1517,0.15475
1518,0.6532500000000001
1519,0.619
1520,0.6944999999999999
1521,0.8675
1522,0.93125
1523,0.10250000000000001
1524,0.7927500000000001
1525,0.86975
1526,0.19250000000000003
1527,0.40900000000000003
1528,0.182
1529,0.8965
1530,0.7165
1531,0.52625
1532,0.8742500000000001
1533,0.93625
1534,0.85975
1535,0.1515
1536,0.4285
1537,0.92725
1538,0.7115
1539,0.9135
1540,0.778
1541,0.717
1542,0.39
1543,0.37124999999999997
1544,0.0995
1545,0.45875
1546,0.8547500000000001
1547,0.06625
1548,0.68575
1549,0.3015
1550,0.7104999999999999
1551,0.481
1552,0.87825
1553,0.66525
1554,0.18375
1555,0.5322500000000001
1556,0.73425
1557,0.34975
1558,0.87025
1559,0.7377499999999999
1560,0.30175
1561,0.8614999999999999
1562,0.39575
1563,0.729
1564,0.59475
1565,0.636
1566,0.24025
1567,0.8254999999999999
1568,0.709
1569,0.30575
1570,0.9135
1571,0.4885
1572,0.76275
1573,0.15325
1574,0.164
1575,0.341
1576,0.821
1577,0.8542500000000001
1578,0.835
1579,0.723
1580,0.6585000000000001
1581,0.49425
1582,0.7795
1583,0.92325
1584,0.8785
1585,0.07450000000000001
1586,0.63775
1587,0.35025
1588,0.30475
1589,0.158
1590,0.38249999999999995
1591,0.1765
1592,0.7855
1593,0.515
1594,0.14475
1595,0.676
1596,0.89325
1597,0.49049999999999994
1598,0.3475
1599,0.5842499999999999
1600,0.845
1601,0.587
1602,0.1015
1603,0.63
1604,0.5150000000000001
1605,0.07425
1606,0.53925
1607,0.7444999999999999
1608,0.8195000000000001
1609,0.7087499999999999
1610,0.2445
1611,0.345
1612,0.944
1613,0.49
1614,0.1185
1615,0.6585000000000001
1616,0.8207500000000001
1617,0.954
1618,0.23249999999999998
1619,0.62
1620,0.438
1621,0.55775
1622,0.926
1623,0.21649999999999997
1624,0.8340000000000001
1625,0.9695
1626,0.58
1627,0.47975
1628,0.7189999999999999
1629,0.4972500000000001
1630,0.95025
1631,0.35774999999999996
1632,0.8745
1633,0.92025
1634,0.33924999999999994
1635,0.48424999999999996
1636,0.8787499999999999
1637,0.9165000000000001
1638,0.6132500000000001
1639,0.66775
1640,0.824
1641,0.386
1642,0.5684999999999999
1643,0.1495
1644,0.8887499999999999
1645,0.88975
1646,0.17
1647,0.13925
1648,0.48624999999999996
1649,0.61675
1650,0.7605000000000001
1651,0.921
1652,0.8772499999999999
1653,0.7202500000000001
1654,0.8452500000000001
1655,0.6994999999999999
1656,0.109
1657,0.7257499999999999
1658,0.62375
1659,0.47950000000000004
1660,0.579
1661,0.6925
1662,0.7967500000000001
1663,0.06075
1664,0.0455
1665,0.04675
1666,0.9737499999999999
1667,0.2065
