nerdiness,voted
147,1.0
148,0.5695
149,1.0
150,0.0785
151,0.615
152,0.9345000000000001
153,0.766
154,0.0395
155,0.0
156,0.0
157,0.33899999999999997
158,0.6957500000000001
159,0.6092500000000001
160,0.0015
161,0.493
162,0.57925
163,0.7104999999999999
164,0.6667500000000001
165,0.269
166,0.335
167,0.45599999999999996
168,0.9955
169,0.41174999999999995
170,1.0
171,0.6737500000000001
172,0.8434999999999999
173,0.71875
174,0.0
175,0.4535
176,0.33475
177,0.36775
178,0.714
179,0.494
180,0.72975
181,0.878
182,0.32225
183,0.835
184,0.9855
185,0.84875
186,0.98825
187,0.7324999999999999
188,0.434
189,0.43100000000000005
190,0.61975
191,1.0
192,0.20425
193,0.62975
194,0.7425
195,0.346
196,0.37374999999999997
197,0.5175
198,0.49975
199,1.0
200,0.20625000000000002
201,0.56575
202,1.0
203,1.0
204,1.0
205,0.6900000000000001
206,0.5055000000000001
207,0.7635000000000001
208,0.96275
209,0.5005
210,0.9515
211,0.8385
212,0.0
213,1.0
214,0.6052500000000001
215,0.8295
216,0.50275
217,0.73475
218,0.91475
219,0.0
220,0.9137500000000001
221,0.17674999999999996
222,0.45699999999999996
223,0.50075
224,0.50425
225,0.35025
226,0.29874999999999996
227,0.537
228,1.0
229,1.0
230,1.0
231,0.42375
232,0.41650000000000004
233,1.0
234,0.23750000000000002
235,0.6154999999999999
236,0.173
237,0.11574999999999999
238,0.566
239,0.5934999999999999
240,0.6665
241,0.7957500000000001
242,0.0
243,0.99925
244,0.0
245,0.082
246,0.655
247,0.88625
248,0.666
249,0.42175
250,0.7745
251,0.9187500000000001
252,0.16475
253,0.485
254,0.78625
255,0.7470000000000001
256,0.7017499999999999
257,0.261
258,0.864
259,0.7735000000000001
260,0.7345
261,0.0
262,0.4335
263,1.0
264,0.41225
265,0.617
266,0.80225
267,1.0
268,0.70875
269,0.634
270,0.0
271,0.44875
272,0.0
273,0.32825
274,0.7407499999999999
275,0.272
276,0.0
277,0.5182500000000001
278,0.37850000000000006
279,1.0
280,0.607
281,0.223
282,0.9485
283,0.653
284,0.3735
285,0.82075
286,0.0
287,0.6725000000000001
288,0.546
289,0.99375
290,1.0
291,0.37474999999999997
292,1.0
293,0.4415
294,1.0
295,0.4775
296,0.68475
297,0.5115
298,1.0
299,0.7244999999999999
300,0.28825
301,0.683
302,0.0
303,0.24825
304,0.57175
305,0.876
306,0.60475
307,0.33599999999999997
308,0.723
309,0.5994999999999999
310,0.8364999999999999
311,0.0
312,0.5655
313,0.0
314,0.6335000000000001
315,0.45849999999999996
316,0.393
317,0.0
318,0.71825
319,1.0
320,0.61625
321,0.79625
322,0.68075
323,0.77675
324,0.483
325,0.803
326,0.6315
327,0.4335
328,0.881
329,0.7044999999999999
330,0.6335000000000001
331,0.9955
332,1.0
333,0.57
334,0.35775
335,0.36175
336,0.5062500000000001
337,0.90375
338,0.0
339,0.44825000000000004
340,0.624
341,0.4755
342,1.0
343,0.521
344,1.0
345,0.7282500000000001
346,0.49575
347,0.84925
348,0.32675
349,0.43624999999999997
350,1.0
351,0.68025
352,0.9924999999999999
353,0.66525
354,0.9992500000000001
355,0.51025
356,0.8694999999999999
357,0.85325
358,0.48075
359,0.17874999999999996
360,0.3405
361,0.44425
362,0.40099999999999997
363,0.39875000000000005
364,0.89975
365,0.59525
366,0.64325
367,0.605
368,1.0
369,0.0
370,1.0
371,1.0
372,1.0
373,0.5115000000000001
374,0.528
375,0.44325
376,0.00075
377,0.5615
378,0.72475
379,0.51825
380,0.428
381,0.5387500000000001
382,0.80125
383,0.5782499999999999
384,0.637
385,0.6412500000000001
386,0.76325
387,1.0
388,0.74475
389,0.78525
390,0.8395
391,0.42175
392,0.617
393,0.28750000000000003
394,0.57525
395,0.41574999999999995
396,0.7444999999999999
397,0.7725
398,0.49649999999999994
399,1.0
400,0.5945
401,0.286
402,1.0
403,0.0
404,0.6875
405,0.25325
406,0.658
407,0.47674999999999995
408,0.7565000000000001
409,0.47475
410,0.5065
411,0.69275
412,0.0
413,0.66325
414,0.4305
415,0.00825
416,1.0
417,0.0005
418,0.0
419,0.0
420,0.6194999999999999
421,1.0
422,1.0
423,0.0
424,1.0
425,1.0
426,0.00075
427,0.9875
428,0.97975
429,0.5945
430,0.8015
431,0.94
432,0.6984999999999999
433,0.27825
434,0.75175
435,1.0
436,0.5539999999999999
437,1.0
438,0.45025000000000004
439,0.423
440,0.0
441,0.67225
442,1.0
443,0.0
444,0.61075
445,0.99
446,0.24475
447,0.184
448,0.7902500000000001
449,0.202
450,0.8222499999999999
451,0.6595
452,0.2255
453,0.27125
454,0.6712500000000001
455,0.45749999999999996
456,0.69
457,0.0
458,0.46025
459,1.0
460,0.50525
461,0.23825
462,0.5065000000000001
463,1.0
464,0.42674999999999996
465,0.51925
466,0.1975
467,0.6037499999999999
468,0.5232500000000001
469,1.0
470,0.31525000000000003
471,0.824
472,0.61875
473,0.5765
474,0.46675
475,0.44375
476,0.8035000000000001
477,0.6345
478,0.6505000000000001
479,0.7260000000000001
480,0.50275
481,0.526
482,0.6972499999999999
483,0.742
484,0.23475
485,0.435
486,1.0
487,0.6745000000000001
488,1.0
489,0.6725
490,1.0
491,1.0
492,0.9995
493,1.0
494,0.6585
495,0.71575
496,0.93375
497,0.46324999999999994
498,0.9885
499,0.0
500,0.73675
501,0.3495
502,0.52375
503,0.722
504,0.42200000000000004
505,0.98075
506,0.80525
507,0.037000000000000005
508,0.998
509,0.36675
510,0.6917500000000001
511,0.43724999999999997
512,0.0
513,0.75075
514,0.49775
515,1.0
516,0.45725000000000005
517,0.28175000000000006
518,1.0
519,0.47425
520,0.51275
521,0.11875
522,0.8262499999999999
523,1.0
524,0.70175
525,0.5225
526,0.6869999999999999
527,0.509
528,0.93275
529,0.26625
530,0.0
531,0.19925000000000004
532,1.0
533,0.0
534,0.7585000000000001
535,0.6305000000000001
536,1.0
537,0.55075
538,1.0
539,1.0
540,1.0
541,1.0
542,0.787
543,0.68425
544,0.0
545,1.0
546,1.0
547,0.7845
548,0.0
549,0.8612500000000001
550,0.70875
551,0.38449999999999995
552,0.683
553,0.44425
554,0.63375
555,0.5615
556,1.0
557,0.3595
558,0.53725
559,0.5905
560,0.7272500000000001
561,0.7725000000000001
562,1.0
563,0.23199999999999998
564,0.46299999999999997
565,0.30774999999999997
566,0.0
567,0.45175
568,0.5894999999999999
569,1.0
570,0.0
571,0.41050000000000003
572,0.9664999999999999
573,0.39675
574,0.0
575,0.7645
576,0.0
577,0.52675
578,0.0
579,0.5774999999999999
580,0.99925
581,0.56325
582,0.446
583,0.675
584,0.2445
585,0.913
586,0.6442500000000001
587,0.666
588,0.299
589,0.21675
590,1.0
591,0.84825
592,1.0
593,0.6225
594,1.0
595,0.80625
596,1.0
597,0.0
598,0.6445
599,0.0
600,0.56325
601,0.6900000000000001
602,0.568
603,0.63
604,0.04475
605,0.0
606,0.881
607,0.74775
608,0.8180000000000001
609,0.7675000000000001
610,0.0
611,0.36975
612,0.69875
613,0.98525
614,1.0
615,0.01375
616,0.8647499999999999
617,0.46249999999999997
618,0.0
619,0.0
620,0.64325
621,0.993
622,0.655
623,1.0
624,0.51925
625,0.0145
626,0.1275
627,0.5517500000000001
628,0.0
629,0.0
630,0.566
631,0.1865
632,0.01475
633,0.60775
634,0.2945
635,0.98575
636,1.0
637,0.68675
638,0.09425
639,0.9035
640,0.8635
641,1.0
642,0.7565000000000001
643,0.554
644,0.0
645,0.9795
646,0.44175000000000003
647,1.0
648,0.6992499999999999
649,0.736
650,0.807
651,0.18525000000000003
652,0.7495
653,0.644
654,0.13275
655,0.67625
656,0.8907499999999999
657,0.396
658,0.0
659,0.815
660,0.58675
661,0.9855
662,1.0
663,0.40075000000000005
664,0.61425
665,1.0
666,1.0
667,1.0
668,0.773
669,0.541
670,1.0
671,0.0
672,0.0
673,0.13675
674,0.796
675,0.41574999999999995
676,0.6825
677,1.0
678,0.6717500000000001
679,0.566
680,0.916
681,0.50325
682,0.99975
683,0.00125
684,0.6134999999999999
685,0.9895
686,1.0
687,1.0
688,0.462
689,0.4625
690,1.0
691,0.5515
692,0.99975
693,0.4575
694,0.46075
695,0.49774999999999997
696,0.21475
697,0.21725
698,1.0
699,0.69025
700,0.9087500000000001
701,0.5565
702,1.0
703,0.5035000000000001
704,0.3695
705,0.26075000000000004
706,1.0
707,0.6727500000000001
708,0.9405
709,0.5852499999999999
710,0.63225
711,0.54475
712,0.0
713,0.49774999999999997
714,1.0
715,0.45175000000000004
716,0.01625
717,1.0
718,1.0
719,0.5589999999999999
720,0.5485
721,0.6014999999999999
722,0.687
723,0.8342499999999999
724,0.3505
725,0.40425
726,0.7835000000000001
727,0.9212499999999999
728,0.8027500000000001
729,0.0
730,0.035750000000000004
731,0.177
732,0.8885
733,1.0
734,0.15975
735,1.0
736,0.1765
737,0.0
738,0.84625
739,0.0
740,0.0
741,1.0
742,0.42974999999999997
743,0.9904999999999999
744,0.2265
745,0.19699999999999998
746,1.0
747,0.28975
748,0.573
749,0.55775
750,0.0
751,1.0
752,0.21899999999999997
753,0.5569999999999999
754,0.3055
755,0.3435
756,1.0
757,1.0
758,0.8102499999999999
759,0.3715
760,0.754
761,0.0
762,0.75525
763,1.0
764,0.0
765,1.0
766,0.7334999999999999
767,1.0
768,0.5065
769,0.34675
770,0.2255
771,0.99425
772,0.47575
773,0.0
774,1.0
775,0.435
776,0.99975
777,0.42374999999999996
778,0.0
779,0.5585
780,0.81375
781,0.405
782,0.8855000000000001
783,0.29174999999999995
784,1.0
785,0.0
786,0.32425
787,0.6372500000000001
788,0.7227499999999999
789,0.08575
790,1.0
791,0.5255000000000001
792,0.5517500000000001
793,0.8102499999999999
794,1.0
795,0.07650000000000001
796,0.982
797,1.0
798,0.29775
799,0.876
800,0.0
801,0.66025
802,0.653
803,0.633
804,0.0022500000000000003
805,0.30774999999999997
806,0.6849999999999999
807,0.0
808,0.25425
809,0.29400000000000004
810,0.56975
811,0.22025
812,0.5445
813,0.711
814,0.8105
815,1.0
816,0.6192500000000001
817,0.305
818,0.26975
819,0.76825
820,0.22649999999999998
821,0.6625000000000001
822,1.0
823,0.447
824,0.405
825,0.8550000000000001
826,1.0
827,0.0
828,1.0
829,0.53625
830,1.0
831,0.6445000000000001
832,0.7464999999999999
833,0.77375
834,0.0415
835,0.45025
836,0.0
837,0.73125
838,0.6425
839,0.0
840,1.0
841,0.54025
842,0.547
843,0.698
844,0.5505
845,0.423
846,0.99675
847,0.6900000000000001
848,0.27125
849,0.2365
850,1.0
851,0.447
852,0.42000000000000004
853,1.0
854,0.0
855,1.0
856,0.5082500000000001
857,0.0
858,1.0
859,1.0
860,0.5525
861,0.51075
862,0.0
863,0.43674999999999997
864,0.0005
865,0.67825
866,0.8755000000000001
867,0.24025
868,0.59575
869,0.59375
870,0.73025
871,0.65825
872,0.88425
873,0.7182499999999999
874,0.877
875,0.5367500000000001
876,0.6465000000000001
877,0.5882499999999999
878,1.0
879,1.0
880,0.0015
881,1.0
882,1.0
883,0.0
884,0.918
885,0.7112499999999999
886,1.0
887,0.7877500000000001
888,0.0815
889,0.94075
890,0.78475
891,0.0
892,0.27875
893,0.6285000000000001
894,0.0
895,0.0
896,1.0
897,0.60425
898,0.0
899,0.92425
900,0.85475
901,0.0
902,0.56875
903,0.22100000000000003
904,0.6722500000000001
905,0.40075000000000005
906,0.383
907,0.6607500000000001
908,0.0
909,0.0
910,0.67725
911,1.0
912,1.0
913,0.991
914,1.0
915,0.63125
916,1.0
917,0.675
918,1.0
919,0.0
920,0.0
921,0.01125
922,0.63875
923,0.47875
924,0.4965
925,0.5427500000000001
926,0.319
927,1.0
928,0.20625
929,0.89325
930,0.448
931,0.993
932,0.71575
933,1.0
934,0.0
935,0.7915000000000001
936,0.0265
937,1.0
938,0.1
939,0.33825
940,0.18025
941,0.5295000000000001
942,0.2975
943,0.5815
944,0.001
945,0.813
946,0.64425
947,0.0
948,0.0
949,0.71675
950,0.7194999999999999
951,0.8725
952,0.00025
953,0.44875000000000004
954,0.7735000000000001
955,0.01025
956,0.5625
957,1.0
958,0.0
959,0.834
960,0.792
961,0.74575
962,0.62725
963,0.7350000000000001
964,0.29975
965,0.6495
966,0.0
967,0.6285000000000001
968,1.0
969,0.22999999999999998
970,0.0
971,0.43374999999999997
972,0.18075000000000002
973,1.0
974,0.60975
975,0.828
976,0.07525
977,0.95175
978,1.0
979,0.3305
980,1.0
981,0.2555
982,0.0
983,0.86525
984,0.0
985,0.0
986,0.249
987,0.9985
988,1.0
989,0.47375
990,0.6699999999999999
991,0.9860000000000001
992,0.47750000000000004
993,0.22849999999999998
994,0.35775
995,0.77175
996,0.42125
997,0.1625
998,0.40349999999999997
999,0.65625
1000,0.6890000000000001
1001,0.63875
1002,0.237
1003,0.21525
1004,0.9297500000000001
1005,0.734
1006,0.30824999999999997
1007,0.87325
1008,0.0005
1009,0.77225
1010,1.0
1011,0.56725
1012,0.47925
1013,0.5295000000000001
1014,0.45525
1015,0.49099999999999994
1016,0.6335
1017,0.6252500000000001
1018,0.8
1019,0.65575
1020,0.29724999999999996
1021,0.496
1022,0.26875000000000004
1023,0.5265000000000001
1024,0.2965
1025,1.0
1026,0.6905
1027,1.0
1028,0.27549999999999997
1029,1.0
1030,0.248
1031,0.6194999999999999
1032,0.56575
1033,1.0
1034,0.03425
1035,0.82025
1036,0.64425
1037,0.39275
1038,0.925
1039,0.1765
1040,0.7375
1041,0.8775
1042,0.6007499999999999
1043,0.4825
1044,0.47725
1045,1.0
1046,0.8672500000000001
1047,0.6405
1048,1.0
1049,0.98925
1050,0.455
1051,0.98825
1052,0.9835
1053,1.0
1054,0.5905
1055,0.29925
1056,0.48124999999999996
1057,1.0
1058,0.0
1059,0.0
1060,0.727
1061,0.89425
1062,1.0
1063,0.642
1064,1.0
1065,0.5455
1066,0.64525
1067,0.8945
1068,0.65425
1069,0.47624999999999995
1070,0.8115
1071,0.6535000000000001
1072,0.77525
1073,0.5115000000000001
1074,0.301
1075,0.8262499999999999
1076,0.39575000000000005
1077,0.70125
1078,0.0
1079,1.0
1080,0.7612500000000001
1081,0.6855
1082,0.0
1083,0.607
1084,0.854
1085,0.57875
1086,1.0
1087,0.7044999999999999
1088,0.9995
1089,1.0
1090,0.0
1091,0.87675
1092,0.461
1093,0.9975
1094,0.0
1095,0.4255
1096,1.0
1097,0.623
1098,0.98675
1099,0.46549999999999997
1100,0.0005
1101,0.45799999999999996
1102,0.0
1103,0.0
1104,0.716
1105,0.0
1106,0.9935
1107,1.0
1108,0.0465
1109,0.9694999999999999
1110,0.99875
1111,1.0
1112,0.7344999999999999
1113,0.5842499999999999
1114,0.55025
1115,0.8719999999999999
1116,0.0
1117,0.70875
1118,0.03975
1119,0.68075
1120,0.63075
1121,0.8212499999999999
1122,0.0
1123,0.37175
1124,0.44125000000000003
1125,0.013250000000000001
1126,0.0
1127,1.0
1128,0.4365
1129,0.0
1130,0.627
1131,0.508
1132,0.997
1133,0.39025
1134,0.6234999999999999
1135,0.96825
1136,0.50475
1137,0.38825
1138,0.8135
1139,0.6777500000000001
1140,0.563
1141,0.22425
1142,0.50575
1143,0.24275
1144,0.1395
1145,0.34475
1146,0.8204999999999999
1147,0.7095
1148,0.5905
1149,0.27175000000000005
1150,0.595
1151,1.0
1152,1.0
1153,0.336
1154,0.41325
1155,0.63275
1156,1.0
1157,0.594
1158,0.005
1159,0.501
1160,0.49824999999999997
1161,0.0
1162,0.423
1163,0.5507500000000001
1164,0.35325000000000006
1165,0.71575
1166,0.48324999999999996
1167,0.64925
1168,0.6735000000000001
1169,0.9025000000000001
1170,0.72
1171,1.0
1172,0.9764999999999999
1173,0.23975
1174,0.30825
1175,0.11725
1176,0.51625
1177,0.70975
1178,0.03025
1179,0.0
1180,0.505
1181,0.44425
1182,0.98
1183,1.0
1184,0.75525
1185,0.1885
1186,0.5822499999999999
1187,1.0
1188,0.64575
1189,0.70975
1190,0.47400000000000003
1191,0.0
1192,0.3155
1193,0.0
1194,0.6705
1195,0.05475
1196,0.7089999999999999
1197,0.72
1198,0.202
1199,0.74375
1200,1.0
1201,0.39075
1202,0.39675000000000005
1203,0.65375
1204,0.0855
1205,1.0
1206,0.63625
1207,0.0
1208,0.58875
1209,0.6025
1210,1.0
1211,0.58375
1212,0.46675
1213,0.57475
1214,0.2355
1215,0.67875
1216,0.6027499999999999
1217,0.43274999999999997
1218,0.502
1219,0.8762500000000001
1220,0.41474999999999995
1221,0.63275
1222,0.567
1223,0.1445
1224,0.535
1225,0.01925
1226,1.0
1227,1.0
1228,0.388
1229,0.13125
1230,0.3745
1231,0.42350000000000004
1232,0.6587500000000001
1233,0.999
1234,0.2995
1235,0.80525
1236,0.61075
1237,0.26525
1238,1.0
1239,0.741
1240,0.7095
1241,1.0
1242,0.36624999999999996
1243,0.7484999999999999
1244,0.6312500000000001
1245,0.09175000000000001
1246,0.5774999999999999
1247,0.6745
1248,0.42200000000000004
1249,0.0
1250,1.0
1251,0.37850000000000006
1252,0.0095
1253,0.5845
1254,0.8939999999999999
1255,0.23975
1256,0.8987499999999999
1257,0.859
1258,0.47875
1259,0.6849999999999999
1260,0.75925
1261,0.55675
1262,0.0
1263,0.6964999999999999
1264,0.0
1265,1.0
1266,0.98525
1267,0.1965
1268,0.8995000000000001
1269,0.55375
1270,0.22475
1271,0.64425
1272,0.87175
1273,0.0
1274,0.394
1275,0.28500000000000003
1276,0.8662500000000001
1277,1.0
1278,0.77375
1279,0.62025
1280,0.921
1281,0.49174999999999996
1282,0.0
1283,0.40149999999999997
1284,0.8395
1285,0.984
1286,0.6265000000000001
1287,0.704
1288,0.0
1289,0.25725
1290,0.64625
1291,1.0
1292,0.77575
1293,0.69275
1294,0.392
1295,0.0
1296,0.7247499999999999
1297,0.6234999999999999
1298,0.9737499999999999
1299,0.33425
1300,0.63075
1301,0.48975
1302,0.37275
1303,1.0
1304,0.9514999999999999
1305,1.0
1306,0.622
1307,0.8614999999999999
1308,0.24025
1309,0.743
1310,0.47824999999999995
1311,0.0
1312,1.0
1313,1.0
1314,0.55975
1315,0.614
1316,0.6185
1317,0.625
1318,0.0
1319,0.19724999999999998
1320,0.357
1321,0.425
1322,0.45725
1323,0.33175
1324,0.081
1325,0.61175
1326,1.0
1327,0.32025
1328,0.65625
1329,0.327
1330,0.0
1331,0.3125
1332,0.646
1333,0.65525
1334,0.36524999999999996
1335,0.445
1336,0.5987499999999999
1337,0.5905
1338,0.27649999999999997
1339,0.0
1340,0.648
1341,0.7035
1342,0.05025
1343,0.68975
1344,0.43425
1345,0.2965
1346,0.30074999999999996
1347,0.7135
1348,0.38825
1349,0.6745
1350,0.9015000000000001
1351,0.74
1352,1.0
1353,0.7207500000000001
1354,0.74125
1355,0.0345
1356,0.4055
1357,0.51675
1358,0.55975
1359,0.6975
1360,0.565
1361,0.34550000000000003
1362,0.9995
1363,0.7589999999999999
1364,0.0
1365,0.5437500000000001
1366,0.62175
1367,0.64475
1368,0.41925
1369,0.23425
1370,0.82175
1371,0.66825
1372,1.0
1373,0.17024999999999998
1374,0.0
1375,0.0
1376,0.591
1377,0.49125
1378,0.8815000000000001
1379,0.5589999999999999
1380,0.0
1381,0.72925
1382,0.65875
1383,0.7304999999999999
1384,1.0
1385,0.2535
1386,1.0
1387,0.044500000000000005
1388,0.63975
1389,0.50525
1390,0.6845000000000001
1391,1.0
1392,0.66625
1393,0.5855
1394,0.58325
1395,0.80025
1396,0.48849999999999993
1397,0.0
1398,0.336
1399,0.69225
1400,1.0
1401,1.0
1402,0.4335
1403,1.0
1404,0.21100000000000002
1405,0.0
1406,0.57975
1407,1.0
1408,0.66325
1409,0.03475
1410,0.5805
1411,0.0
1412,0.03175
1413,0.49174999999999996
1414,0.37575
1415,0.72975
1416,0.829
1417,0.41425
1418,0.26325
1419,0.6125
1420,0.0
1421,0.01675
1422,0.7464999999999999
1423,0.66525
1424,0.521
1425,0.50875
1426,0.5417500000000001
1427,0.6240000000000001
1428,0.29225
1429,0.24675
1430,0.51725
1431,0.56525
1432,0.0
1433,0.504
1434,0.01025
1435,0.655
1436,0.43424999999999997
1437,0.5529999999999999
1438,0.48
1439,0.40225
1440,0.75175
1441,0.38650000000000007
1442,0.8947499999999999
1443,0.98925
1444,0.023
1445,0.8645
1446,0.286
1447,0.0
1448,0.35875
1449,0.16075
1450,1.0
1451,0.384
1452,0.0
1453,0.0055
1454,0.8280000000000001
1455,0.6925
1456,0.11625
1457,0.0022500000000000003
1458,1.0
1459,1.0
1460,0.51925
1461,0.829
1462,0.6465000000000001
1463,1.0
1464,0.82375
1465,0.5075000000000001
1466,0.0
1467,0.84525
1468,0.9835
1469,0.12775
1470,0.7069999999999999
1471,0.61325
1472,0.53075
1473,0.0025
1474,0.99075
1475,0.0
1476,0.75875
1477,0.0
1478,0.607
1479,0.41525
1480,0.0
1481,0.9784999999999999
1482,0.98925
1483,0.7035
1484,0.40525
1485,0.9804999999999999
1486,0.54225
1487,0.5645
1488,0.8150000000000001
1489,0.0
1490,1.0
1491,0.6555
1492,0.776
1493,0.27949999999999997
1494,0.0
1495,0.45
1496,0.734
1497,0.999
1498,0.68725
1499,0.2975
1500,1.0
1501,0.40900000000000003
1502,0.73
1503,0.70625
1504,1.0
1505,0.88025
1506,0.628
1507,0.38375000000000004
1508,0.33075
1509,0.44025000000000003
1510,0.46900000000000003
1511,0.68675
1512,1.0
1513,0.60675
1514,1.0
1515,0.14725
1516,0.83475
1517,0.0255
1518,0.6685000000000001
1519,0.5955
1520,0.6787500000000001
1521,0.871
1522,1.0
1523,0.0
1524,0.8485
1525,0.84775
1526,0.181
1527,0.43475
1528,0.0
1529,1.0
1530,0.7274999999999999
1531,0.5377500000000001
1532,0.8827499999999999
1533,0.92425
1534,0.9802500000000001
1535,0.13525
1536,0.40449999999999997
1537,1.0
1538,0.7064999999999999
1539,1.0
1540,0.76275
1541,0.7145
1542,0.3965
1543,0.369
1544,0.125
1545,0.44325
1546,1.0
1547,0.0
1548,0.65825
1549,0.3205
1550,0.70475
1551,0.44125000000000003
1552,1.0
1553,0.68425
1554,0.214
1555,0.5317500000000001
1556,0.66725
1557,0.34975
1558,1.0
1559,0.729
1560,0.0545
1561,0.9860000000000001
1562,0.477
1563,0.705
1564,0.591
1565,0.64575
1566,0.25675000000000003
1567,0.8025
1568,0.70475
1569,0.332
1570,0.99975
1571,0.5155
1572,0.75475
1573,0.0
1574,0.0
1575,0.08725
1576,0.8262499999999999
1577,0.8634999999999999
1578,0.84375
1579,0.71625
1580,0.64525
1581,0.514
1582,0.9754999999999999
1583,1.0
1584,1.0
1585,0.0
1586,0.66525
1587,0.3425
1588,0.29925
1589,0.0
1590,0.366
1591,0.0
1592,0.7745
1593,0.5275000000000001
1594,0.02825
1595,0.66325
1596,1.0
1597,0.48150000000000004
1598,0.31500000000000006
1599,0.6144999999999999
1600,1.0
1601,0.6224999999999999
1602,0.006
1603,0.6415000000000001
1604,0.499
1605,0.0
1606,0.5345
1607,0.7202500000000001
1608,0.7897500000000001
1609,0.70375
1610,0.2505
1611,0.343
1612,1.0
1613,0.47325
1614,0.0
1615,0.64525
1616,1.0
1617,1.0
1618,0.25925
1619,0.65225
1620,0.4475
1621,0.53475
1622,0.91925
1623,0.0245
1624,1.0
1625,1.0
1626,0.58875
1627,0.48324999999999996
1628,0.7184999999999999
1629,0.529
1630,1.0
1631,0.34750000000000003
1632,1.0
1633,1.0
1634,0.32075
1635,0.508
1636,0.9990000000000001
1637,0.99225
1638,0.6575000000000001
1639,0.6687500000000001
1640,0.8264999999999999
1641,0.3595
1642,0.55175
1643,0.1545
1644,1.0
1645,0.98875
1646,0.0
1647,0.01975
1648,0.48375
1649,0.604
1650,0.779
1651,1.0
1652,0.983
1653,0.7285
1654,0.86375
1655,0.7015
1656,0.12225
1657,0.73575
1658,0.6505
1659,0.47925
1660,0.58525
1661,0.6872499999999999
1662,0.808
1663,0.00125
1664,0.0
1665,0.0
1666,1.0
1667,0.2445
1668,0.5902499999999999
1669,0.6667500000000001
1670,0.86375
1671,0.0
1672,0.485
1673,0.79725
1674,0.4635
1675,0.1585
1676,0.59525
1677,0.9245
1678,0.5065
1679,0.5237499999999999
1680,0.9045
1681,0.332
1682,1.0
1683,1.0
1684,0.548
1685,0.85425
1686,0.8459999999999999
1687,0.0
1688,0.53825
1689,0.0
1690,0.57375
1691,0.63175
1692,0.882
1693,0.67575
1694,0.5607500000000001
1695,0.53375
1696,1.0
1697,0.0
1698,0.423
1699,0.35050000000000003
1700,0.05975
1701,0.984
1702,0.777
1703,0.42125
1704,1.0
1705,0.4135
1706,0.99275
1707,0.779
1708,0.97875
1709,0.65325
1710,0.99
1711,0.98325
1712,0.69025
1713,0.484
1714,1.0
1715,0.09525
1716,0.5925
1717,0.33349999999999996
1718,0.35225
1719,0.38325
1720,1.0
1721,0.76475
1722,0.0
1723,1.0
1724,1.0
1725,0.5549999999999999
1726,1.0
1727,0.0005
1728,1.0
1729,0.34
1730,1.0
1731,0.7295
1732,1.0
1733,1.0
1734,0.4205
1735,0.0
1736,0.6025
1737,0.72425
1738,0.73025
1739,0.89425
1740,0.38675
1741,0.52375
1742,0.6920000000000001
1743,0.77225
1744,0.6905
1745,0.6745
1746,0.4505
1747,0.96875
1748,0.0
1749,0.753
1750,0.881
1751,0.85
1752,0.7557499999999999
1753,0.6617500000000001
1754,0.27325
1755,0.234
1756,0.0
1757,0.767
1758,0.526
1759,0.39925
1760,0.804
1761,0.38025
